"","web_url","snippet","lead_paragraph","abstract","print_page","source","pub_date","document_type","news_desk","section_name","subsection_name","type_of_material","_id","word_count","uri","headline.main","headline.kicker","headline.content_kicker","headline.print_headline","headline.name","headline.seo","headline.sub","byline.original","byline.organization"
"24","https://www.nytimes.com/aponline/2019/03/22/us/politics/ap-us-trump-caribbean-leaders.html","The Trump administration stepped up sanctions on Venezuela Friday in response to the kidnapping of a top aide for an leader the U.S wants to see replace the embattled — but not yet ousted — President Nicolas Maduro.","PALM BEACH, Fla. — The Trump administration stepped up sanctions on Venezuela Friday in response to the kidnapping of a top aide for an leader the U.S wants to see replace the embattled — but not yet ousted — President Nicolas Maduro.","The Trump administration stepped up sanctions on Venezuela Friday in response to the kidnapping of a top aide for an leader the U.S wants to see replace the embattled — but not yet ousted — President Nicolas Maduro.",NA,"AP","2019-03-22T04:06:40+0000","article","None","U.S.","Politics","News","5c945f5040d36ff0709c9b41",767,"nyt://article/b55e0126-1123-5d98-9edb-7a7c5be3414b","Trump Administration Announces New Venezuela Sanctions",NA,NA,"Trump Administration Announces New Venezuela Sanctions",NA,NA,NA,"By The Associated Press","The Associated Press"
"25","https://www.nytimes.com/aponline/2019/03/22/world/middleeast/ap-ml-us-israel-golan.html","From Syria to Turkey and beyond, President Donald Trump's abrupt declaration that Washington will recognize Israel's sovereignty over the Israeli-occupied Golan Heights drew strong condemnation on Friday.","DAMASCUS, Syria — From Syria to Turkey and beyond, President Donald Trump's abrupt declaration that Washington will recognize Israel's sovereignty over the Israeli-occupied Golan Heights drew strong condemnation on Friday.","From Syria to Turkey and beyond, President Donald Trump's abrupt declaration that Washington will recognize Israel's sovereignty over the Israeli-occupied Golan Heights drew strong condemnation on Friday.",NA,"AP","2019-03-22T07:00:50+0000","article","None","World","Middle East","News","5c94882340d36ff0709c9bff",789,"nyt://article/ea518107-0fd2-5f46-97f5-f655e877db7d","Trump's Golan Statement Draws Strong Regional Condemnation",NA,NA,"Trump's Golan Statement Draws Strong Regional Condemnation",NA,NA,NA,"By The Associated Press","The Associated Press"
"26","https://www.nytimes.com/2019/03/26/arts/television/colbert-russia-mueller-collusion-trump.html","“Put kids in cages” and “all that birther stuff” were left on the list, along with dozens of other items.","Welcome to Best of Late Night, a rundown of the previous night’s highlights that lets you sleep — and lets us get paid to watch comedy. If you’re interested in hearing from The Times regularly about great TV, sign up for our Watching newsletter and get recommendations straight to your inbox.","“Put kids in cages” and “all that birther stuff” were left on the list, along with dozens of other items.",NA,"The New York Times","2019-03-26T08:53:36+0000","article","Culture","Arts","Television","News","5c99e89040d36ff0709cfc66",903,"nyt://article/5a3ccbad-c4fc-560e-8dc1-2b16468ecf2d","Colbert Takes Collusion Off ‘List of Reasons Trump Is Unfit to Be President’","Best of Late Night",NA,NA,NA,NA,NA,"By Giovanni Russonello",NA
"27","https://www.nytimes.com/reuters/2019/03/25/us/politics/25reuters-usa-trump-russia-obstruction-explainer.html","U.S. Attorney General William Barr's conclusion that President Donald Trump did not obstruct justice, revealed publicly on Sunday in a letter to lawmakers, reflects inherent difficulties in proving such an obstruction case, legal experts said.   ","WASHINGTON — U.S. Attorney General William Barr's conclusion that President Donald Trump did not obstruct justice, revealed publicly on Sunday in a letter to lawmakers, reflects inherent difficulties in proving such an obstruction case, legal experts said. ","U.S. Attorney General William Barr's conclusion that President Donald Trump did not obstruct justice, revealed publicly on Sunday in a letter to lawmakers, reflects inherent difficulties in proving such an obstruction case, legal experts said.   ",NA,"Reuters","2019-03-25T11:40:30+0000","article","None","U.S.","Politics","News","5c998bd340d36ff0709cf988",858,"nyt://article/ec1620d1-2d38-57b2-a258-8ca44edd9bb1","Explainer: Why an Obstruction Case Against Trump Was So Difficult",NA,NA,"Explainer: Why an Obstruction Case Against Trump Was So Difficult",NA,NA,NA,"By Reuters","Reuters"
"28","https://www.nytimes.com/2019/03/25/opinion/trump-congress-israel.html","Everyone is getting what they want, at the expense of the Jewish state.","JERUSALEM — Amos Yadlin, the former head of military intelligence in Israel, likes to say that Israel as a Jewish-majority democracy faces two existential threats — a nuclear-armed Iran and turning itself into a bi-national state by permanently occupying the West Bank with its 2.5 million Palestinians. And while Israel has a strategy for addressing the first threat, it has no strategy for addressing the second. One reason it doesn’t — in my view — is because of a third existential threat to Israel. And that threat is from America — particularly from President Trump, but also from pro-Israel lawmakers in Congress and from Aipac, the main Israel lobbying organization.","Everyone is getting what they want, at the expense of the Jewish state.","23","The New York Times","2019-03-25T10:00:04+0000","article","OpEd","Opinion",NA,"Op-Ed","5c998be640d36ff0709cfac6",1497,"nyt://article/7772db00-ae09-5f75-b2f9-351afaeaf57c","Trump and Congress: Loving Israel to Death",NA,NA,"America Risks Loving Israel to Death",NA,NA,NA,"By Thomas L. Friedman",NA
"29","https://www.nytimes.com/aponline/2019/03/20/us/ap-us-trump-ohio-the-latest.html","The Latest on President Donald Trump's visit to Ohio (all times local):","LIMA, Ohio — The Latest on President Donald Trump's visit to Ohio (all times local):","The Latest on President Donald Trump's visit to Ohio (all times local):",NA,"AP","2019-03-20T18:39:18+0000","article","None","U.S.",NA,"News","5c9288d640d36ff0709c924c",620,"nyt://article/78fab4bd-1649-5b8d-b4aa-bbf18d64c18a","The Latest: Trump Attends Re-election Fundraiser in Ohio",NA,NA,"The Latest: Trump Attends Re-election Fundraiser in Ohio",NA,NA,NA,"By The Associated Press","The Associated Press"
"30","https://www.nytimes.com/aponline/2019/03/25/us/politics/ap-us-fact-check-week.html","President Donald Trump is misrepresenting the conclusions of special counsel Robert Mueller's Russia investigation, claiming vindication from a summary of the Mueller report after attacking his work for months as biased, unreliable and illegal.","WASHINGTON — President Donald Trump is misrepresenting the conclusions of special counsel Robert Mueller's Russia investigation, claiming vindication from a summary of the Mueller report after attacking his work for months as biased, unreliable and illegal.","President Donald Trump is misrepresenting the conclusions of special counsel Robert Mueller's Russia investigation, claiming vindication from a summary of the Mueller report after attacking his work for months as biased, unreliable and illegal.",NA,"AP","2019-03-25T04:42:45+0000","article","None","U.S.","Politics","News","5c998bc440d36ff0709cf7e5",2900,"nyt://article/f9154b8b-4ed4-566a-b0ec-afff1b83b56d","AP FACT CHECK: Trump Hails an Exoneration Not Offered",NA,NA,"AP FACT CHECK: Trump Hails an Exoneration Not Offered",NA,NA,NA,"By The Associated Press","The Associated Press"
"31","https://www.nytimes.com/aponline/2019/03/20/us/politics/ap-us-trump-conway.html","Kellyanne Conway's spouse is a ""husband from hell!"" President Donald Trump declared Wednesday, escalating his awkward public fight with the husband of one of his closest advisers. A ""whack job,"" he added later.","WASHINGTON — Kellyanne Conway's spouse is a ""husband from hell!"" President Donald Trump declared Wednesday, escalating his awkward public fight with the husband of one of his closest advisers. A ""whack job,"" he added later.","Kellyanne Conway's spouse is a ""husband from hell!"" President Donald Trump declared Wednesday, escalating his awkward public fight with the husband of one of his closest advisers. A ""whack job,"" he added later.",NA,"AP","2019-03-20T13:12:20+0000","article","None","U.S.","Politics","News","5c9707a240d36ff0709ceffe",576,"nyt://article/6114af1b-5028-562a-9c19-f2e22c21d444","'Whack Job': Trump Escalates Feud With Conway's Husband",NA,NA,"'Whack Job': Trump Escalates Feud With Conway's Husband",NA,NA,NA,"By The Associated Press","The Associated Press"
"32","https://www.nytimes.com/aponline/2019/03/22/us/politics/ap-us-trump-russia-probe-mueller.html","Special counsel Robert Mueller closed his long and contentious Russia investigation with no new charges Friday, ending the probe that has cast a dark shadow over Donald Trump's presidency but launching a fresh wave of political battles over the st...","WASHINGTON — Special counsel Robert Mueller closed his long and contentious Russia investigation with no new charges Friday, ending the probe that has cast a dark shadow over Donald Trump's presidency but launching a fresh wave of political battles over the still-confidential findings.","Special counsel Robert Mueller closed his long and contentious Russia investigation with no new charges Friday, ending the probe that has cast a dark shadow over Donald Trump's presidency but launching a fresh wave of political battles over the still-confidential findings.",NA,"AP","2019-03-22T21:06:54+0000","article","None","U.S.","Politics","News","5c954e6e40d36ff0709ca0eb",1400,"nyt://article/1ac2a6a3-0d7f-5871-ab8c-5ebe513eb9c6","Mueller Concludes Russia-Trump Probe With No New Indictments",NA,NA,"Mueller Concludes Russia-Trump Probe With No New Indictments",NA,NA,NA,"By The Associated Press","The Associated Press"
"33","https://www.nytimes.com/aponline/2019/03/22/us/politics/ap-us-federal-reserve-trump.html","President Donald Trump said Friday that he will nominate Stephen Moore, a conservative economic analyst and frequent critic of the Federal Reserve, to fill a vacancy on the Fed's seven-member board.","WASHINGTON — President Donald Trump said Friday that he will nominate Stephen Moore, a conservative economic analyst and frequent critic of the Federal Reserve, to fill a vacancy on the Fed's seven-member board.","President Donald Trump said Friday that he will nominate Stephen Moore, a conservative economic analyst and frequent critic of the Federal Reserve, to fill a vacancy on the Fed's seven-member board.",NA,"AP","2019-03-22T16:27:47+0000","article","None","U.S.","Politics","News","5c950d0440d36ff0709c9f33",1011,"nyt://article/63fe0d6f-43bf-583a-8bd3-dbb676734b72","Trump to Nominate Conservative Stephen Moore for Fed Board",NA,NA,"Trump to Nominate Conservative Stephen Moore for Fed Board",NA,NA,NA,"By The Associated Press","The Associated Press"
